CityEntityId;NomeIta;NomeEng;Hash;Lin;Time;Flags;Size;Road;Pop;Fel;BP;PF;PFB;FUR;TR;TRNE;Beni;BeniP;BeniS;BeniSp;BeniSpB;BeniB;BeniG;Mon;Mat;Med;Dia;GenAtk_A;GenDef_A;GenAtk_D;GenDef_D;CampiAtk_A;CampiDef_A;CampiAtk_D;CampiDef_D;SpedAtk_A;SpedDef_A;SpedAtk_D;SpedDef_D;IQAtk_A;IQDef_A;IQAtk_D;IQDef_D;IQmonB;IQmatB;IQmon;IQmat;IQBeni;IQTruppe;IQAzioni;IQCap;Ally;FSP;TPM;TPB;ADM;MOD;RIN;IMM;Fragments
P_MultiAge_CarnivalBonus17;Ballo in maschera;Masquerade Ball;1b5c5353f;1;;;4x5;2;-2320;3612;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_CarnivalBonus18;Mercato del pontile della gondola;Gondola Dock Market;691d75edd;1;;;4x5;2;-1240;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_ChristmasBonus1;Fabbrica di Dolciumi;Confectionary;e037f6476;1;;;4x2;1;-616;;;;;;;;;;;;;;;;31752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_ChristmasBonus15;Fabbrica di dolciumi leggendaria;Legendary Confectionary;7bc984a8d;1;;;5x3;1.5;-1567;3930;;;;;;;;;;;;;;;69458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_ChristmasBonus16;Bottega di Babbo Natale;Santa's Workshop;1aaf0a94e;1;;;5x4;2;-1860;5825;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_ChristmasBonus2;Grande Fabbrica di Dolciumi;Large Confectionary;395f43a2c;1;;;4x3;1.5;-1055;;;;;;;;;;;;;;;;49896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_ChristmasBonus3;Recinto delle Renne;Reindeer Paddock;d5582068a;1;;;4x4;2;-433;;;;;;;;;;;;;;;;51408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_ChristmasBonus4;Enorme fabbrica di dolciumi;Huge Confectionary;c4f48570e;1;;;5x3;1.5;-1451;3500;;;;;;;;;;;;;;;66623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_CupBonus1;Negozio del tifoso;Fan Shop;6cfb4ac84;1;;;2x3;1;-372;804;;;;;;;;;;;;;;;20412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_CupBonus16;Campo di calcio;Soccer Field;656d32d54;1;;;5x4;2;-2477;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_CurieBonus18;L'automobile dei raggi X;X-Ray Caravan;bc67fecff;1;;;3x3;1.5;-1040;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_EasterBonus16;Negozio Foebergé;Foeberge Shop;f28861d17;1;;;3x4;1.5;-511;1748;;;;;;;;;;;;;;;37422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_MonroeBonus17;Roseto;Rosarium;27b334fa2;1;;;3x4;1.5;-1110;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_SportBonus17;Arena dei Vincitori;Arena of Victors;f6639c144;1;;;4x5;2;-2010;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_SummerBonus1;Bar sulla spiaggia;Beach Bar;f0fc0247f;1;;;3x2;1;-302;;;;;;;;;;;;;;;;13835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_SummerBonus15;Bazar;Bazaar;3d8cf0399;1;;;5x4;2;-2320;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_SummerBonus16;Luau;Luau;ad29e8d9b;1;;;4x5;2;-2320;3612;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_SummerBonus18;Tesoro sommerso;Sunken Treasure;7d177613a;1;;;2x3;1;-600;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_SummerBonus2;Stregone;Witch Doctor;beb4747b5;1;;;3x2;1;-1;1748;;;;;;;;;;;;;;;16934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_VanGoghBonus18;Capolavoro;Magnum Opus;16c542f06;1;;;3x2;1;-330;;;;;;;;;;;;;;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_MultiAge_WildBonus22;Hotel insetto;Insect Hotel;41ef8c452;1;;;2x3;1;-370;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_OceanicFuture_Workshop1;Allevatore dei fondali;Deep Sea Breeder;f228ac47b;;;;6x5;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_OceanicFuture_Workshop2;Allevamento di molluschi;Shellfish Farm;62cd5e0fe;;;;5x6;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_OceanicFuture_Workshop3;Centrale elettrica geotermica;Geothermal Power Plant;d79a63144;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_OceanicFuture_Workshop4;Negozio sulla spiaggia;Seaside Store;cc1ba5fac;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_OceanicFuture_Workshop5;Impianto di estrazione minerali;Mineral Extraction Plant;4785bf65e;;;;5x5;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_OceanicFuture_Workshop6;Raccolta delle Alghe Marine;Seaweed Harvest;a1ff94538;;;;6x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_OceanicFuture_Workshop7;Cantiere navale;Boatyard;f88bd3f4e;;;;4x5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_OceanicFuture_Workshop8;Centro Benessere;Day Spa;5baad6aa4;;;;5x5;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_OceanicFuture_Workshop9;Giardino di mare;Sea Garden;72a62b14c;;;;3x5;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_PostModernEra_Workshop1;Fabbrica di automobili;Car Factory;0479d10df;;;;5x6;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_PostModernEra_Workshop2;Complesso di serre;Greenhouse Complex;4927b1961;;;;5x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_PostModernEra_Workshop3;Fabbrica di giocattoli;Toy Factory;760c022fc;;;;5x5;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_PostModernEra_Workshop4;Autodemolitore;Junkyard;096f96ee5;;;;5x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_ProgressiveEra_Workshop1;Allevamento di bovini;Cattle Ranch;4eabf3fb8;;;;7x6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_ProgressiveEra_Workshop2;Fabbrica di Lampadine;Lamp Factory;1c551f935;;;;6x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_ProgressiveEra_Workshop3;Officina;Garage;1f7e078ac;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_ProgressiveEra_Workshop4;Negozio di gastronomia;Deli Shop;d87ae999e;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeAsteroidBelt_Workshop1;Agriturismo spaziale;Space Food Farm;f1f67f3a0;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeAsteroidBelt_Workshop2;Telescopio dati dell'universo;Universe Data Telescope;1db52e053;;;;3x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeMars_Workshop1;Sito di sperimentazione dei razzi;Rocket Testing Site;94620d605;;;;5x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeMars_Workshop2;Centro Nuovi Orizzonti;New Horizons Center;c58eb0aa5;;;;3x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeSpaceHub_Workshop1;Osservatorio Galattico;Galactic Observatory;be638648c;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeSpaceHub_Workshop2;Laboratorio A.I.;A.I. Laboratory;b4d03cf1b;;;;3x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeTitan_Workshop1;Officina motori;Engine Service;17b0808c5;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeTitan_Workshop2;Bar degli Imperi;Bar of Empires;b1296ee69;;;;3x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeVenus_Workshop1;Giardino galleggiante;Floating Garden;2461b8cbc;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_SpaceAgeVenus_Workshop2;Officina dei droni;Drone Hub;2d7849f0a;;;;3x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_StellarAgeDiscovery_Workshop1;Relè di risorse;Resource Relay;5600dfdd8;;;;2x4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_StoneAge_Hunter;Capanno del cacciatore;Hunter's Cabin;a2cce0b13;;;;3x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_TomorrowEra_Workshop1;Fabbrica di droni;Drone Factory;0c17810e3;;;;6x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_TomorrowEra_Workshop2;Società di sicurezza privata;Private Security Company;b4ae14ad0;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_TomorrowEra_Workshop3;Fattoria urbana;Urban Farm;df7c96281;;;;6x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_TomorrowEra_Workshop4;Stampante 3D;3D Printer;aa53d10c5;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_VirtualFuture_Workshop1;Laboratorio di ricerca olografica;Holographic Research Lab;96706f419;;;;5x6;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_VirtualFuture_Workshop2;Potenziatore corporeo;Body Shop;8f57c658c;;;;5x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_VirtualFuture_Workshop3;Negozio di beni VR;VR Commodity Shop;cdc89679d;;;;4x5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P_VirtualFuture_Workshop4;Negozio Bonsai;Bonsai Shop;f75df499a;;;;3x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ArcticFuture_Residential1;Casa mobile;Mobile House;7e37a5125;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ArcticFuture_Residential2;Grattamare;Sea-Scraper;7b8ab5efd;;;;5x5;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ArcticFuture_Residential3;Appartamento Torre dell’orologio;Clock Tower Apartment;f0ec67522;;;;3x4;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ArcticFuture_Residential4;Teepee riparato;Sheltered Tipi;8d11dd29c;;;;3x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ArcticFuture_Residential5;Villa di cristallo;Crystal Villa;f23f0fa4e;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_BronzeAge_Residential1;Baracca;Chalet;fe58518e7;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_BronzeAge_Residential2;Casa con tetto in paglia;Thatched House;9badd5fdc;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_BronzeAge_Residential3;Palafitta;Stilt House;6de3dcb98;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_BronzeAge_Residential4;Casa lunga;Longhouse;d9daae200;;;;4x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ColonialAge_Residential1;Casa con Mansarda;Gambrel Roof House;9ceb9cfab;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ColonialAge_Residential2;Casa della Piantagione;Plantation House;067583f77;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ColonialAge_Residential3;Casa con Portico;Arcade House;0323fd2ac;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ColonialAge_Residential4;Casa di Campagna;Country House;87a126b37;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ContemporaryEra_Residential1;Condominio moderno;Condominium;3eb3e1cc3;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ContemporaryEra_Residential2;Casa con negozio;Shophouse;d1fda5f3c;;;;3x4;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ContemporaryEra_Residential3;Villa sull'acqua;Waterfront Villa;a676f0854;;;;4x4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ContemporaryEra_Residential4;Residence sull'acqua;Waterfront Residential;e855b64a2;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_EarlyMiddleAge_Residential1;Casa a più piani;Multistorey House;40f531446;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_EarlyMiddleAge_Residential2;Casa in legno;Frame House;e7f45944a;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_EarlyMiddleAge_Residential3;Casa con doghe a vista;Clapboard House;6ab46337a;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_FutureEra_Residential1;Casa sotterranea;Underground House;dfaa09b61;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_FutureEra_Residential2;Hotel sugli alberi;Tree House Hotel;ef1e9f9fa;;;;3x4;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_FutureEra_Residential3;Abitazione autosufficiente;Self-Supporting Home;c21446b48;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_FutureEra_Residential4;Arcologia;Arcology;07867b03c;;;;6x6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_HighMiddleAge_Residential1;Dimora;Mansion;29cf5d7fc;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_HighMiddleAge_Residential2;Casa in arenaria;Brownstone House;20ed5e40f;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_HighMiddleAge_Residential3;Casa a schiera;Town House;9ff4a7f9d;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_IndustrialAge_Residential1;Palazzina;Workers' House;721632b65;;;;3x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_IndustrialAge_Residential2;Casa vittoriana;Victorian House;0ffb5b7cd;;;;3x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_IndustrialAge_Residential3;Villetta;Boarding House;733a43f45;;;;3x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_IndustrialAge_Residential4;Residenza di città;Urban Residence;44e470159;;;;3x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_IronAge_Residential1;Casa con tetto in tegole;Roof Tile House;9f6b5c7a7;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_IronAge_Residential2;Casetta;Cottage;d9d0d4469;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_IronAge_Residential3;Villa;Villa;3bf67c2d4;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_LateMiddleAge_Residential1;Complesso di case;Estate House;ed24de0be;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_LateMiddleAge_Residential2;Casa con più appartamenti;Apartment House;e020b06cf;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_LateMiddleAge_Residential3;Feudo;Manor;cda175a8c;;;;2x2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ModernEra_Residential1;Palazzina di periferia;Suburban House;ed6ca3c59;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ModernEra_Residential2;Casa prefabbricata;Prefab House;ddaa5454b;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ModernEra_Residential3;Villetta di lusso;Luxury Dwelling;3afea9fdf;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_ModernEra_Residential4;Motel;Motel;91f9408b5;;;;4x3;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_AntiquesDealerBonus19a;Mostra d'arte - Liv. 1;Art Exhibition - Lv. 1;354f5b726;;;;4x4;2;9293;13790;;2;;;;;5;;;;;;;134000;14910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_AntiquesDealerBonus19b;Mostra d'arte - Liv. 2;Art Exhibition - Lv. 2;a7325ecb3;;;;4x4;2;9907;14450;;4;;;;;5;;;;;;;151600;17710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_AntiquesDealerBonus19c;Mostra d'arte - Liv. 3;Art Exhibition - Lv. 3;5da07a6a0;;;;4x4;2;10598;15190;;4;;;;;10;;;;;;;161500;19570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_AntiquesDealerBonus19d;Mostra d'arte - Liv. 4;Art Exhibition - Lv. 4;4efc03b54;;;;4x4;2;11290;17150;;6;;;;;10;;;;;;;171500;21900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_AntiquesDealerBonus19e;Mostra d'arte - Liv. 5;Art Exhibition - Lv. 5;0624fb2a7;;;;4x4;2;12288;18640;;6;;;;;15;;;;;;;189900;23770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_AntiquesDealerBonus19f;Mostra d'arte - Liv. 6;Art Exhibition - Lv. 6;4eaf49823;;;;4x4;2;12979;20600;;8;;;;;15;;;;;;;202100;25630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_AntiquesDealerBonus19g;Mostra d'arte - Liv. 7;Art Exhibition - Lv. 7;c449f3063;;;;4x4;2;13440;22560;;8;;;;;20;;;;;;;218200;27960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_AntiquesDealerBonus19h;Mostra d'arte - Liv. 8;Art Exhibition - Lv. 8;66956e5c5;1;;;4x4;2;14438;24230;;10;;;;;25;;;;;;;237300;31690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_Anw15;Angolo degli Oratori;Speaker's Corner;35c304510;1;;;3x3;1.5;3888;;;;;;;;;;;;;;;51680;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21a;Ruota Panoramica - Liv. 1;Ferris Wheel - Lv. 1;1fc31e69b;;;;6x4;2;12672;19570;;;;;;;;;;;;;;183700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21b;Ruota Panoramica - Liv. 2;Ferris Wheel - Lv. 2;95eba33e8;;;;6x4;2;12787;20270;;;;;;;;;;;;;;206700;27960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21c;Ruota Panoramica - Liv. 3;Ferris Wheel - Lv. 3;25b564a3c;;;;6x4;2;13018;20970;;2;;;;;;;;;;;;229700;30760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21d;Ruota Panoramica - Liv. 4;Ferris Wheel - Lv. 4;cea35c99d;;;;6x4;2;13363;22370;;3;;;;;5;;;;;;;252700;33550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21e;Ruota Panoramica - Liv. 5;Ferris Wheel - Lv. 5;ce37de5d5;;;;6x4;2;13824;23770;;4;;;;;5;;;;;;;275600;36350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21f;Ruota Panoramica - Liv. 6;Ferris Wheel - Lv. 6;fb6c0d30d;;;;6x4;2;14515;25160;;5;;;;;10;;;;;;;298600;39150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21g;Ruota Panoramica - Liv. 7;Ferris Wheel - Lv. 7;031787c61;;;;6x4;2;15437;26560;;6;;;;;10;;;;;;;321600;41940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21h;Ruota Panoramica - Liv. 8;Ferris Wheel - Lv. 8;a9867471d;;;;6x4;2;16589;27960;;7;;;;;15;;;;;;;344500;44740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21i;Ruota Panoramica - Liv. 9;Ferris Wheel - Lv. 9;d367c45f5;;;;6x4;2;17971;30760;;8;;;;;15;;;;;;;367500;47530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21jGreat;Ruota Maestosa;Great Wheel;f2a4dc741;1;;;6x4;2;19584;33550;;10;;;;;30;;;;;;;390500;49770;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus21jWonder;Ruota delle Meraviglie;Wonder Wheel;894083616;1;;;6x4;2;19584;33550;;12;;;;;20;;;;;;;390500;49770;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus22a;Casa della farfalla - Liv. 1;Butterfly House - Lv. 1;762328d94;;;;3x4;1.5;6048;9090;;;;;;;;;;;;;;91900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus22b;Casa della farfalla - Liv. 2;Butterfly House - Lv. 2;49d429626;;;;3x4;1.5;6336;11180;;;;;;;2;;;;;;;106200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus22c;Casa della farfalla - Liv. 3;Butterfly House - Lv. 3;e492ebfff;;;;3x4;1.5;6912;13280;;;;;;;4;;;;;;;126300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus22d;Casa della farfalla - Liv. 4;Butterfly House - Lv. 4;f4b811f25;;;;3x4;1.5;7488;15380;;1;;;;;6;;;;;;;143600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_ArcheologyBonus22e;Casa della farfalla - Liv. 5;Butterfly House - Lv. 5;c19931a1c;1;;;3x4;1.5;8064;17480;;14;;;;;40;;;;;;;160800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R_MultiAge_Battlegrounds1a;Statua all'onore - Liv. 1;Statue of Honor - Lv. 1;6cf9ceade;;;;3x4;1.5;;;;2;;;;;;;;;;;10;86100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
